Suburb,Address,Rooms,Type,Price,Distance,Bedroom2,CouncilArea,Lattitude,Longtitude
WHEELERS HILL,2 Wattleglade Ct,5,h,1660000,16.7,5,Monash City Council,-37.90001,145.18688
WHEELERS HILL,12 Strada Cr,4,h,1245000,16.7,4,Monash City Council,-37.90562,145.16761
WHEELERS HILL,3 Garden Ct,4,h,1560000,16.7,4,Monash City Council,-37.90352,145.18407
WHEELERS HILL,39 Haversham Av,4,h,1170000,16.7,4,Monash City Council,-37.9117,145.20107
WHEELERS HILL,34 Strickland Dr,4,h,1540000,16.7,4,Monash City Council,-37.8943,145.18588
WHEELERS HILL,36 Chancellor Dr,5,h,1050000,16.7,5,Monash City Council,-37.9158,145.1811
WHEELERS HILL,31 Earlwood Dr,3,h,935383,16.7,3,Monash City Council,-37.91024,145.17601
WHEELERS HILL,13 Adam Av,4,h,1235000,16.7,4,Monash City Council,-37.9045,145.19286
WHEELERS HILL,2 Locum Ct,4,h,975000,16.7,4,Monash City Council,-37.9203,145.1801
WHEELERS HILL,982 Waverley Rd,4,h,1150000,16.7,4,Monash City Council,-37.8919,145.1899
WHEELERS HILL,1 Greenbriar Av,4,h,1370000,16.7,4,Monash City Council,-37.89969,145.18551
WHEELERS HILL,41 Jells Rd,4,h,1130000,16.7,4,Monash City Council,-37.89651,145.19073
WHEELERS HILL,9 Ajax Dr,4,h,1580000,16.7,4,Monash City Council,-37.90426,145.18722
WHEELERS HILL,982 Waverley Rd,4,h,1077000,16.7,4,Monash City Council,-37.89194,145.18994
WHEELERS HILL,31 Alex Av,5,h,2100000,16.7,5,Monash City Council,-37.90532,145.19323
WHEELERS HILL,319 Lum Rd,3,h,850000,16.7,3,Monash City Council,-37.92029,145.17683
WHEELERS HILL,6 Threadbow Cr,4,h,1200000,16.7,4,Monash City Council,-37.9012,145.17872
WHEELERS HILL,5 Ajax Dr,3,h,1150000,16.7,3,Monash City Council,-37.90405,145.18611
WHEELERS HILL,11 Petronella Av,4,h,1800000,16.7,4,Monash City Council,-37.90269,145.19139
WHEELERS HILL,71 Phoenix Dr,4,h,1280000,16.7,4,Monash City Council,-37.91318,145.1858
WHEELERS HILL,10 Pineview Cl,4,h,950000,16.7,4,Monash City Council,-37.91088,145.20153
WHEELERS HILL,45 Chancellor Dr,4,h,936000,16.7,4,Monash City Council,-37.91637,145.18062
WHEELERS HILL,9 Walden Av,5,h,1400000,16.7,5,Monash City Council,-37.89304,145.18475
